Division,District,Upazila,Area (km²),Population,Pop. Density (/km²),Urban Pop. %,Main Economic Activity,Literacy Rate (%),Primary Schools,Secondary Schools,Colleges/Univ.,Madrasas,Net Enrolment Rate (%),District Hospitals,Upazila Health Complexes,Community Clinics,Registered Doctors,Nurses/Midwives,Immunisation Coverage (%),MMR (per 100k live births),Paved Road (% of total),Total Road Length (km),Electricity Access (%),Internet Penetration (%),Mobile Coverage (%),Bank Branches,Weekly Markets (Haats),Cultivable Land (%),Irrigated Land (%),Rice,Jute,Wheat,Vegetables,Fisheries,Tea,Agri Households (%),Safe Water Access (%),Improved Sanitation (%),Arsenic Risk Level,Surface Water Dependency,Water Treatment Plants,Open Defecation (%),Flood Risk,Cyclone Risk,Drought Risk,Riverbank Erosion,Climate Vulnerability,Disaster Mgmt (UDMCs),Cyclone Shelters,No. of Unions,Pourashava (Municipality),Pourashava Wards,Parliamentary Constituency,Land Registration Offices,Police Stations/Outposts,Poverty Rate (%),HDI Index,Remittance Dependency,NGO Presence (count),Microfinance Institutions,Food Security Level,Labour Force (est.),Unemployment Rate (%),Agriculture Workers (%),Industry Workers (%),Service Workers (%),RMG Presence,Informal Economy (%),Child Labour (%),Overseas Migration,Sex Ratio (F per 100M),Child Marriage Rate (%),Women's Education (%),Female Labour Force (%),Women in Local Govt (%),Skilled Birth Attendance (%),Girls in School (%),GBV Support Centre,Highway Length (km),Railway Station,River/Launch Port,Ferry Service,Airport/Airstrip,Bus Terminal,Major Bridges,Key River(s),Nearest Seaport,Avg. Household Size,Pucca Housing (%),Semi-Pucca Housing (%),Kutcha Housing (%),Overcrowding (%),TV Ownership (%),Mobile Phone Ownership (%),Primary Cooking Fuel,Avg. Rooms per HH,Muslim (%),Hindu (%),Buddhist (%),Christian & Other (%),Ethnic/Indigenous Groups,Primary Language(s),Smartphone Users (%),Mobile Financial Services (%),E-Commerce Activity,Digital Service Centres,Internet Cafes,Online Banking Users (%),Registered Freelancers,4G Coverage,MFS Agent Points
Dhaka,Gazipur,Gazipur Sadar,446.04,1658000,3717,78,"Industry, Trade",90.6,623,201,35,130,70.0,19,39,84,559,1198,76.4,152,49,420.5,76.2,57.0,89.2,57,108,35.3,52.8,Yes,Yes,Some,Yes,Some,No,20.0,71.8,85.4,High,Some,7,1.5,Medium,Low,Low,Low,Medium,UDMCs,85,14,1,12.0,Constituency 163,2,17,5.0,0.805,Low,155,75,High,836939,6.2,20.2,35.6,44.2,Yes,71.9,5.3,Low,105.4,25.9,66.1,40.1,33.6,88.1,49.5,Yes,72.6,Yes,No,No,No,Yes,6,"Buriganga, Shitalakhya, Meghna, Dhaleshwari",Chittagong,4.74,53.0,35.1,11.9,24.8,65.2,82.1,Gas/LPG,2.5,87.7,7.8,0.8,3.6,Bengali,Bengali (Standard),74.6,87.4,High,23,21,54.3,276,Full,424
Dhaka,Gazipur,Kaliakair,327.77,858000,2618,55,"Industry (EPZ), Trade",81.7,301,119,18,56,83.0,11,16,40,312,641,77.5,225,71,499.6,68.2,54.2,84.5,27,49,48.1,58.0,Yes,Yes,Some,Yes,Some,No,37.3,81.6,82.3,High,Some,3,7.7,Medium,Low,Low,Low,Medium,UDMCs,45,13,1,18.0,Constituency 164,2,9,6.1,0.766,Low,79,48,High,418352,4.4,26.0,31.1,42.9,Yes,63.7,3.9,Low,96.8,25.9,57.3,45.5,27.6,71.6,48.8,Yes,11.7,Yes,Yes,No,No,Yes,4,"Buriganga, Shitalakhya, Meghna, Dhaleshwari",Chittagong,3.57,50.8,43.8,5.4,27.2,70.2,89.0,Gas/LPG,3.6,90.4,7.4,0.1,2.0,Bengali,Bengali (Standard),79.8,74.7,Medium,13,9,41.2,169,Full,166
Dhaka,Gazipur,Kaliganj,214.08,468000,2186,35,"Industry, Agriculture",77.1,212,57,12,26,68.3,4,9,23,130,270,86.4,279,37,406.1,62.3,40.4,80.6,17,31,63.0,25.1,Yes,Yes,Some,Yes,Some,No,52.1,65.5,82.9,High,Some,2,7.3,Medium,Low,Low,Medium,Medium,Partial,32,8,1,17.0,Constituency 165,1,5,16.3,0.699,Low,38,21,High,238411,6.6,37.8,11.5,50.7,Yes,73.2,7.9,Medium,95.2,34.1,61.2,29.9,39.8,80.1,46.2,Yes,45.1,Yes,Yes,Yes,No,Yes,2,"Buriganga, Shitalakhya, Meghna, Dhaleshwari",Chittagong,4.75,29.7,28.9,41.4,42.4,56.8,83.0,LPG/Biomass,3.7,90.2,12.4,0.3,0.0,Bengali,Bengali (Standard),78.8,75.4,Medium,5,7,22.2,29,Partial,122
Dhaka,Gazipur,Kapasia,375.63,348000,927,22,"Agriculture, Industry",76.7,138,42,10,18,75.4,3,8,18,105,222,82.6,276,49,802.3,65.1,34.4,77.7,10,20,52.0,34.4,Yes,Yes,Some,Yes,Some,No,58.4,68.4,79.0,High,Yes,0,9.8,Medium,Low,Low,Low,Medium,UDMCs,12,17,1,12.0,Constituency 166,2,4,5.0,0.735,Low,18,12,High,169751,6.4,37.3,14.8,47.9,Some,77.2,9.1,Medium,102.6,44.1,58.3,33.7,35.6,69.9,50.7,Partial,39.5,Yes,Yes,Yes,No,Yes,6,"Buriganga, Shitalakhya, Meghna, Dhaleshwari",Chittagong,4.26,26.4,30.7,42.9,23.4,41.8,83.7,Biomass/Wood,2.3,86.8,11.5,0.3,1.3,Bengali,Bengali (Standard),63.8,69.1,Low,5,8,18.3,30,Partial,68
Dhaka,Gazipur,Sreepur,455.96,658000,1443,38,"Industry, Agriculture",77.7,298,91,13,47,79.7,8,14,30,165,400,88.4,256,44,599.4,69.0,48.9,72.6,19,47,48.8,42.7,Yes,Yes,Some,Yes,Some,No,56.3,74.0,82.1,High,Yes,1,8.1,Medium,Low,Low,Low,Medium,UDMCs,18,18,1,14.0,Constituency 167,3,7,10.4,0.788,Low,63,22,High,315651,5.5,42.4,16.8,40.8,Yes,75.2,6.0,Low,96.5,32.8,53.7,36.1,34.1,61.8,53.5,Yes,37.6,No,No,No,No,Yes,8,"Buriganga, Shitalakhya, Meghna, Dhaleshwari",Chittagong,4.91,28.7,28.2,43.1,27.0,59.2,80.9,LPG/Biomass,3.8,91.0,10.3,0.5,0.0,Bengali,Bengali (Standard),58.4,58.5,Medium,7,17,27.8,221,Partial,121
Dhaka,Gopalganj,Gopalganj Sadar,440.22,298000,678,32,"Trade, Agriculture",69.2,114,36,6,16,71.4,4,5,15,81,232,72.8,257,74,1099.4,66.3,27.9,79.0,9,22,41.9,32.6,Yes,Yes,Some,Yes,Some,No,44.5,89.4,89.4,High,Yes,2,4.2,Medium,Low,Low,Medium,Medium,UDMCs,14,15,1,17.0,Constituency 168,2,3,5.4,0.746,Medium,22,15,High,147771,6.5,44.4,22.9,32.7,Some,83.0,7.5,Low,105.6,33.1,70.0,37.7,28.3,67.5,54.6,Yes,34.7,No,No,No,No,Yes,8,"Buriganga, Shitalakhya, Meghna, Dhaleshwari",Chittagong,3.67,31.4,28.0,40.6,23.8,69.0,82.1,LPG/Biomass,3.3,89.9,6.8,0.6,2.6,Bengali,Bengali (Standard),71.3,52.5,Medium,3,8,29.3,16,Partial,59
Dhaka,Gopalganj,Kashiani,277.57,248000,894,18,Agriculture,80.2,104,32,6,13,69.3,2,4,11,61,151,90.0,266,52,412.6,60.9,25.3,79.3,8,16,60.2,49.8,Yes,Yes,Some,Yes,Some,No,55.6,71.6,69.8,High,Some,0,10.4,Medium,Low,Low,Low,Medium,UDMCs,8,13,0,,Constituency 169,1,3,16.5,0.753,Medium,9,14,High,121521,3.4,49.7,31.1,19.2,No,66.5,6.7,Low,100.1,44.3,48.4,36.5,28.6,79.4,54.5,Partial,20.1,No,No,Yes,No,Yes,4,"Buriganga, Shitalakhya, Meghna, Dhaleshwari",Chittagong,4.06,32.3,27.8,39.9,27.6,50.3,82.2,Biomass/Wood,3.2,89.5,13.5,0.1,0.0,Bengali,Bengali (Standard),69.4,76.1,Low,2,4,5.3,32,Partial,58
Dhaka,Gopalganj,Kotalipara,305.83,248000,811,16,Agriculture,78.1,88,31,5,18,70.0,3,5,12,92,196,78.3,289,40,640.4,64.2,39.5,76.4,8,16,51.1,35.4,Yes,Yes,Some,Yes,Some,No,58.9,78.5,79.3,High,Yes,1,6.3,Medium,Low,Low,Low,Medium,Partial,17,10,0,,Constituency 170,2,3,10.3,0.741,Medium,19,12,High,121942,3.5,54.7,15.3,30.0,No,88.8,10.2,Low,101.8,40.5,65.7,36.8,33.9,73.5,53.1,Partial,32.2,No,No,No,No,Yes,4,"Buriganga, Shitalakhya, Meghna, Dhaleshwari",Chittagong,4.3,17.8,34.4,47.8,29.9,48.1,80.1,Biomass/Wood,3.7,92.8,11.5,0.2,0.0,Bengali,Bengali (Standard),57.5,54.7,Low,3,2,30.3,37,Partial,39
Dhaka,Gopalganj,Muksudpur,318.38,248000,779,15,Agriculture,78.0,110,29,5,19,76.9,3,5,13,80,162,80.2,314,50,664.8,70.1,31.0,69.5,9,15,44.6,58.8,Yes,Yes,Some,Yes,Some,No,55.8,55.3,58.2,High,Some,0,6.9,Medium,Low,Low,Low,Medium,UDMCs,14,13,1,11.0,Constituency 171,2,3,13.2,0.712,Low,18,14,High,117910,3.9,57.2,10.5,32.3,No,82.1,7.4,Low,94.0,41.0,54.6,37.7,38.3,67.5,49.0,No,42.3,Yes,No,No,No,Partial,4,"Buriganga, Shitalakhya, Meghna, Dhaleshwari",Chittagong,4.94,31.4,27.4,41.2,29.0,47.5,78.0,Biomass/Wood,3.3,90.6,10.9,0.9,0.0,Bengali,Bengali (Standard),62.5,59.0,Low,2,0,6.9,20,Limited,54
Dhaka,Gopalganj,Tungipara,112.63,118000,1048,18,Agriculture,85.6,42,13,2,6,74.0,1,2,6,43,70,80.8,298,28,237.6,60.0,28.8,69.5,3,8,66.6,56.3,Yes,Yes,Some,Yes,Some,No,58.9,52.8,67.3,High,Yes,0,5.7,Medium,Low,Low,Medium,Medium,UDMCs,3,5,0,,Constituency 172,1,2,6.3,0.713,Low,10,4,High,57817,4.0,39.6,20.8,39.6,No,78.9,8.0,Low,96.2,38.2,50.6,32.8,30.0,63.0,46.9,Partial,30.8,No,No,No,No,Yes,2,"Buriganga, Shitalakhya, Meghna, Dhaleshwari",Chittagong,3.98,25.4,39.2,35.4,29.0,43.0,76.4,Biomass/Wood,3.3,89.1,10.6,0.5,0.0,Bengali,Bengali (Standard),61.8,59.0,Low,1,2,25.6,3,Partial,22
Dhaka,Kishoreganj,Astagram,376.02,258000,686,14,"Agriculture, Fishing",76.6,88,35,5,15,72.4,3,5,11,103,154,87.4,280,24,903.8,62.3,46.6,75.4,9,16,61.2,16.8,Yes,Yes,Some,Yes,Yes,No,60.3,68.2,66.5,High,Some,1,12.2,Medium,Low,Low,Medium,Medium,UDMCs,7,16,1,17.0,Constituency 173,2,3,23.0,0.697,Medium,20,9,Medium,118850,5.4,45.6,10.3,44.1,No,77.5,9.1,Medium,104.7,39.8,58.3,36.2,35.0,70.1,51.9,No,34.1,No,Yes,No,No,Yes,5,"Buriganga, Shitalakhya, Meghna, Dhaleshwari",Chittagong,4.55,23.0,47.4,29.6,36.0,37.2,75.4,Biomass/Wood,2.6,85.4,12.3,0.2,2.0,Bengali,Bengali (Standard),63.3,61.2,Low,4,0,28.2,11,Limited,46
Dhaka,Kishoreganj,Bajitpur,238.77,298000,1248,25,"Agriculture, Trade",79.4,127,37,8,19,76.0,3,6,14,90,230,86.1,286,41,469.4,55.2,45.4,72.7,8,22,53.7,66.0,Yes,Yes,Some,Yes,Some,No,47.6,63.5,44.9,High,Yes,1,4.5,Medium,Low,Low,Low,Medium,UDMCs,18,8,0,,Constituency 174,1,3,14.8,0.716,Medium,25,13,High,151043,4.8,32.4,24.6,43.0,Some,70.0,9.7,Medium,96.7,40.5,55.0,31.5,32.7,80.0,50.0,Partial,40.8,Yes,Yes,No,No,Yes,4,"Buriganga, Shitalakhya, Meghna, Dhaleshwari",Chittagong,3.81,28.9,39.4,31.7,36.1,52.7,72.9,Biomass/Wood,2.8,88.9,7.3,0.7,3.0,Bengali,Bengali (Standard),63.3,71.4,Low,4,4,17.6,69,Partial,84
Dhaka,Kishoreganj,Bhairab,143.93,358000,2488,55,"Trade, Industry",84.1,126,44,10,19,71.6,5,7,19,119,209,83.5,229,90,152.7,73.0,59.3,81.7,12,24,35.1,65.8,Yes,Yes,Some,Yes,Some,No,32.8,74.0,94.4,High,Yes,1,6.4,Medium,Low,Low,Medium,Medium,Partial,17,4,1,17.0,Constituency 175,1,4,9.4,0.719,Low,21,11,High,168205,6.9,24.3,31.5,44.2,Yes,65.9,6.0,Low,101.1,27.7,60.2,43.2,25.0,67.1,50.4,Yes,9.3,Yes,No,No,No,Yes,1,"Buriganga, Shitalakhya, Meghna, Dhaleshwari",Chittagong,3.81,30.1,30.3,39.6,30.6,65.8,83.8,Gas/LPG,2.0,93.0,11.0,0.9,0.0,Bengali,Bengali (Standard),68.5,69.0,Medium,4,5,45.6,25,Full,104
Dhaka,Kishoreganj,Hossainpur,149.06,198000,1328,18,Agriculture,79.4,79,24,5,10,64.0,2,3,10,52,111,71.3,267,45,338.9,65.3,33.3,70.8,5,11,63.7,30.1,Yes,Yes,Some,Yes,Some,No,55.6,59.5,59.8,High,Yes,0,10.3,Medium,Low,Low,Low,Medium,Partial,12,5,1,16.0,Constituency 176,1,2,19.5,0.725,Medium,14,11,High,102210,5.7,44.7,22.8,32.5,No,80.7,9.4,Medium,99.3,41.5,54.2,29.7,30.4,77.1,47.5,Partial,40.7,No,No,No,No,Yes,2,"Buriganga, Shitalakhya, Meghna, Dhaleshwari",Chittagong,4.87,18.2,36.3,45.5,31.0,45.7,76.2,Biomass/Wood,3.1,90.3,6.8,0.8,2.0,Bengali,Bengali (Standard),60.9,63.3,Low,2,3,25.3,12,Partial,56
Dhaka,Kishoreganj,Itna,340.19,218000,641,12,"Agriculture, Fishing",72.8,92,27,6,12,73.9,2,4,11,84,147,86.5,294,40,533.3,63.9,33.8,73.0,6,14,63.6,47.7,Yes,Yes,Some,Yes,Yes,No,57.4,68.7,64.2,High,Some,0,10.9,Medium,Low,Low,Medium,Medium,UDMCs,10,13,0,,Constituency 177,2,3,15.4,0.691,Low,15,10,High,108319,4.7,50.7,5.0,44.3,No,77.9,9.2,Low,104.2,41.8,49.1,36.9,32.4,75.5,48.7,No,10.1,No,Yes,Yes,No,Yes,7,"Buriganga, Shitalakhya, Meghna, Dhaleshwari",Chittagong,4.78,25.7,41.3,33.0,35.8,50.3,82.3,Biomass/Wood,2.0,92.9,11.1,0.9,0.0,Bengali,Bengali (Standard),47.9,58.7,Low,2,0,15.6,9,Limited,43
Dhaka,Kishoreganj,Karimganj,311.25,278000,894,18,Agriculture,82.5,96,32,7,18,77.1,3,6,15,113,184,82.9,264,22,613.6,57.5,34.4,87.2,8,16,64.8,20.6,Yes,Yes,Some,Yes,Some,No,51.0,83.3,84.0,High,Yes,1,7.5,Medium,Low,Low,Medium,Medium,UDMCs,19,12,0,,Constituency 178,2,3,16.4,0.724,Medium,21,16,High,130148,7.0,44.9,13.6,41.5,No,82.6,7.0,Low,96.6,39.6,63.3,33.8,33.1,61.5,52.2,Partial,30.3,No,No,No,No,Yes,6,"Buriganga, Shitalakhya, Meghna, Dhaleshwari",Chittagong,4.05,27.8,38.3,33.9,35.8,44.2,72.2,Biomass/Wood,4.0,89.9,11.1,0.8,0.0,Bengali,Bengali (Standard),56.1,49.6,Low,3,2,26.6,16,Partial,75
Dhaka,Kishoreganj,Katiadi,268.37,298000,1111,18,Agriculture,71.8,120,36,7,16,88.2,4,5,14,103,163,83.2,286,47,246.6,67.8,43.0,77.7,8,22,44.3,36.1,Yes,Yes,Some,Yes,Some,No,51.3,59.6,66.9,High,Yes,1,10.6,Medium,Low,Low,Low,Medium,UDMCs,10,9,1,14.0,Constituency 179,1,3,22.8,0.744,Medium,29,10,Medium,140891,6.0,40.0,13.1,46.9,No,77.5,8.0,Medium,100.9,46.5,60.0,35.3,36.5,73.9,46.3,Partial,6.5,No,Yes,No,No,Yes,5,"Buriganga, Shitalakhya, Meghna, Dhaleshwari",Chittagong,4.2,18.4,39.2,42.4,15.2,55.4,85.9,Biomass/Wood,2.6,90.2,6.7,0.2,2.8,Bengali,Bengali (Standard),52.3,58.7,Low,3,8,25.6,42,Partial,63
Dhaka,Kishoreganj,Kishoreganj Sadar,214.04,418000,1953,48,"Trade, Services",79.9,174,56,11,24,67.5,5,8,21,112,331,78.4,219,54,228.4,77.5,55.4,79.7,16,31,48.9,46.1,Yes,Yes,Some,Yes,Some,No,44.4,71.5,59.1,High,Yes,1,5.8,Medium,Low,Low,Medium,Medium,Partial,25,9,1,14.0,Constituency 180,1,5,12.4,0.736,Low,40,20,High,199036,6.6,33.4,22.1,44.5,Some,67.9,7.5,Low,103.3,30.1,64.9,37.8,36.0,57.4,54.0,Yes,10.1,Yes,No,No,No,Yes,3,"Buriganga, Shitalakhya, Meghna, Dhaleshwari",Chittagong,4.8,26.6,24.5,48.9,22.7,57.4,88.9,LPG/Biomass,2.7,93.6,7.4,0.8,0.0,Bengali,Bengali (Standard),74.3,68.9,Medium,6,10,52.7,96,Full,83
Dhaka,Kishoreganj,Kuliarchar,213.38,248000,1162,18,"Agriculture, Fishing",75.0,94,30,5,13,74.9,3,5,11,68,170,78.3,301,26,245.3,61.6,22.5,78.8,8,17,66.9,71.5,Yes,Yes,Some,Yes,Yes,No,54.3,66.8,67.2,High,Yes,0,5.6,Medium,Low,Low,Medium,Medium,UDMCs,13,7,1,15.0,Constituency 181,1,3,23.9,0.731,Medium,8,9,Medium,127116,4.5,52.3,17.7,30.0,No,83.8,7.6,Low,105.1,42.3,59.4,35.4,33.8,71.0,50.4,Partial,21.4,No,Yes,No,No,Yes,3,"Buriganga, Shitalakhya, Meghna, Dhaleshwari",Chittagong,4.32,32.5,31.1,36.4,32.4,58.5,73.4,Biomass/Wood,3.3,92.0,10.1,0.5,0.0,Bengali,Bengali (Standard),52.2,46.8,Low,3,4,27.5,39,Partial,62
Dhaka,Kishoreganj,Mithamain,272.2,178000,654,12,"Agriculture, Fishing",71.5,68,19,5,9,76.5,2,3,8,63,112,87.1,301,54,489.6,50.1,30.8,74.3,5,9,36.2,54.4,Yes,Yes,Some,Yes,Yes,No,66.0,74.1,53.4,High,Some,0,13.0,Medium,Low,Low,Low,Medium,UDMCs,13,12,1,9.0,Constituency 182,1,2,14.6,0.736,Low,13,7,High,86640,5.7,57.3,11.0,31.7,No,86.4,7.6,Low,102.7,42.9,60.4,42.5,26.0,78.9,52.8,No,43.1,No,Yes,No,No,Yes,5,"Buriganga, Shitalakhya, Meghna, Dhaleshwari",Chittagong,4.34,23.1,34.1,42.8,28.1,51.4,77.4,Biomass/Wood,2.5,90.3,12.6,0.5,0.0,Bengali,Bengali (Standard),54.9,68.5,Low,2,0,26.8,14,Limited,35
Dhaka,Kishoreganj,Nikli,204.79,148000,723,12,"Agriculture, Fishing",77.7,52,19,4,10,71.3,1,3,7,59,89,82.1,297,33,445.0,59.9,13.7,72.6,5,9,50.3,40.6,Yes,Yes,Some,Yes,Yes,No,63.0,71.2,50.3,High,Some,1,7.6,Medium,Low,Low,Medium,Medium,UDMCs,5,7,0,,Constituency 183,1,2,14.3,0.717,Medium,14,6,High,73309,4.7,53.5,14.5,32.0,No,82.5,10.7,Low,99.7,43.9,54.8,34.4,42.8,64.8,54.0,No,47.5,Yes,Yes,Yes,No,Yes,3,"Buriganga, Shitalakhya, Meghna, Dhaleshwari",Chittagong,5.09,22.8,37.0,40.2,42.9,52.7,73.4,Biomass/Wood,2.2,92.8,9.6,0.9,0.0,Bengali,Bengali (Standard),64.5,65.5,Low,2,0,27.1,3,Limited,25
Dhaka,Kishoreganj,Pakundia,219.47,298000,1358,20,Agriculture,73.6,113,33,7,21,70.7,3,5,14,83,193,84.0,290,45,450.7,59.1,51.0,68.5,10,18,60.8,58.8,Yes,Yes,Some,Yes,Some,No,58.3,64.9,67.0,High,Yes,0,5.4,Medium,Low,Low,Medium,Medium,Partial,8,8,1,10.0,Constituency 184,1,3,15.7,0.727,Low,27,17,High,138002,3.9,58.1,11.9,30.0,No,85.2,9.7,Medium,100.7,36.5,61.1,42.4,36.8,61.3,50.5,Partial,39.7,Yes,No,No,No,Yes,3,"Buriganga, Shitalakhya, Meghna, Dhaleshwari",Chittagong,5.08,33.5,40.9,25.6,34.2,60.0,71.8,Biomass/Wood,2.4,89.5,12.6,0.8,0.0,Bengali,Bengali (Standard),49.2,53.9,Low,4,7,17.2,36,Partial,76
Dhaka,Kishoreganj,Tarail,178.6,198000,1109,15,Agriculture,77.3,84,28,5,12,63.4,2,4,9,78,114,64.7,277,43,388.8,62.8,35.2,78.4,7,14,43.6,61.7,Yes,Yes,Some,Yes,Some,No,54.3,55.7,59.1,High,Yes,1,8.4,Medium,Low,Low,Low,Medium,UDMCs,6,8,1,18.0,Constituency 185,1,2,15.1,0.669,Low,19,11,High,102406,5.6,55.9,15.2,28.9,No,77.4,10.7,Low,100.0,46.6,60.5,37.5,36.9,69.3,52.2,No,8.1,No,No,No,No,Yes,3,"Buriganga, Shitalakhya, Meghna, Dhaleshwari",Chittagong,4.88,19.6,36.5,43.9,33.5,48.9,74.6,Biomass/Wood,2.2,87.8,7.4,0.9,3.8,Bengali,Bengali (Standard),57.6,48.4,Low,2,0,25.8,21,Limited,58
Dhaka,Madaripur,Kalkini,327.48,248000,757,15,Agriculture,74.8,103,28,5,18,71.9,3,5,13,72,169,81.2,291,37,769.1,63.4,42.0,65.5,7,18,76.4,75.0,Yes,Yes,Some,Yes,Some,No,56.8,78.0,62.9,High,Some,0,12.0,Medium,Low,Low,Low,Medium,Partial,11,12,0,,Constituency 186,2,3,21.5,0.729,Low,10,11,Medium,117930,4.2,53.6,15.9,30.5,No,74.0,7.4,Low,102.7,40.2,60.2,32.3,34.3,61.8,46.8,No,45.2,No,No,No,No,Yes,5,"Buriganga, Shitalakhya, Meghna, Dhaleshwari",Chittagong,4.87,16.2,38.6,45.2,35.8,46.6,74.5,Biomass/Wood,2.5,92.4,11.8,0.1,0.0,Bengali,Bengali (Standard),65.3,67.8,Low,2,0,24.4,0,Limited,49
Dhaka,Madaripur,Madaripur Sadar,339.73,368000,1083,38,"Trade, Agriculture",76.1,150,50,10,29,82.1,4,7,16,145,243,79.3,257,41,634.5,77.3,39.4,90.4,13,26,60.3,39.8,Yes,Yes,Some,Yes,Some,No,48.6,62.7,72.7,High,Yes,2,5.3,Medium,Low,Low,Medium,Medium,Partial,22,12,1,11.0,Constituency 187,2,4,11.3,0.744,Low,26,19,High,184014,5.6,36.1,23.6,40.3,Some,74.2,8.6,Medium,100.8,32.8,61.5,42.5,25.0,71.2,51.6,Yes,52.9,Yes,No,No,No,Yes,4,"Buriganga, Shitalakhya, Meghna, Dhaleshwari",Chittagong,4.81,34.1,38.4,27.5,34.5,68.2,85.2,LPG/Biomass,2.4,93.6,8.9,0.4,0.0,Bengali,Bengali (Standard),67.4,66.5,Medium,3,4,26.1,1,Partial,65
Dhaka,Madaripur,Rajoir,208.29,188000,903,15,Agriculture,79.5,78,20,5,14,67.2,2,3,10,53,101,77.2,313,28,341.4,67.9,32.0,77.0,5,13,63.2,63.3,Yes,Yes,Some,Yes,Some,No,49.0,67.4,57.6,High,Some,1,6.2,Medium,Low,Low,Medium,Medium,UDMCs,11,9,1,18.0,Constituency 188,1,2,10.5,0.719,Low,18,8,High,93314,6.7,43.8,17.8,38.4,No,83.4,6.9,Medium,104.0,40.2,51.8,31.6,33.6,69.0,48.9,No,23.9,No,No,No,No,Yes,3,"Buriganga, Shitalakhya, Meghna, Dhaleshwari",Chittagong,4.2,17.3,42.5,40.2,35.9,53.9,71.3,Biomass/Wood,3.2,88.8,6.3,0.1,4.7,Bengali,Bengali (Standard),53.4,45.9,Low,2,0,23.5,15,Limited,42
Dhaka,Madaripur,Shibchar,380.9,298000,783,16,Agriculture,77.1,126,35,6,15,76.7,4,7,14,103,210,85.3,300,33,596.7,60.5,32.8,81.1,9,16,75.6,55.5,Yes,Yes,Some,Yes,Some,No,64.2,67.4,83.9,High,Yes,1,12.8,Medium,Low,Low,Medium,Medium,UDMCs,13,17,1,9.0,Constituency 189,2,3,10.7,0.722,Medium,24,14,High,149858,5.2,54.3,13.3,32.4,No,76.3,9.1,Low,95.8,46.0,66.9,26.6,26.9,62.3,49.1,Partial,28.8,No,Yes,No,No,Yes,5,"Buriganga, Shitalakhya, Meghna, Dhaleshwari",Chittagong,3.81,19.0,43.2,37.8,37.9,47.1,86.8,Biomass/Wood,3.0,92.7,11.8,0.2,0.0,Bengali,Bengali (Standard),50.3,68.5,Low,4,4,6.8,5,Partial,74
Dhaka,Manikganj,Daulatpur,262.86,248000,944,16,Agriculture,80.9,96,27,6,13,68.9,3,4,12,101,157,89.0,303,47,545.3,53.3,42.0,78.3,6,13,56.1,50.5,Yes,Yes,Some,Yes,Some,No,56.3,79.6,66.0,High,Yes,0,6.0,Medium,Low,Low,Medium,Medium,UDMCs,8,11,1,11.0,Constituency 190,1,3,18.8,0.707,Medium,11,9,High,119778,5.3,43.2,5.0,51.8,No,78.3,8.3,Medium,99.2,43.7,55.7,33.2,29.6,74.3,52.4,Partial,27.6,No,No,Yes,No,Yes,5,"Buriganga, Shitalakhya, Meghna, Dhaleshwari",Chittagong,3.96,20.3,43.0,36.7,32.2,55.8,76.8,Biomass/Wood,2.7,92.8,9.4,0.8,0.0,Bengali,Bengali (Standard),64.0,65.0,Low,3,4,23.5,10,Partial,49
Dhaka,Manikganj,Ghior,196.39,198000,1008,15,Agriculture,77.2,77,23,4,14,70.0,2,3,9,78,123,76.8,277,55,266.3,55.5,32.4,69.2,5,13,59.9,47.0,Yes,Yes,Some,Yes,Some,No,61.7,73.2,67.9,High,Yes,0,11.6,Medium,Low,Low,Low,Medium,Partial,5,8,1,18.0,Constituency 191,1,2,18.5,0.726,Low,17,6,High,99766,4.7,41.0,10.7,48.3,No,82.5,7.1,Low,98.9,35.8,62.6,39.0,30.6,57.6,49.8,No,28.1,Yes,No,Yes,No,Partial,3,"Buriganga, Shitalakhya, Meghna, Dhaleshwari",Chittagong,4.97,22.7,29.3,48.0,34.2,54.8,71.6,Biomass/Wood,3.0,89.0,7.7,0.8,2.4,Bengali,Bengali (Standard),59.1,75.7,Low,2,0,19.0,2,Limited,38
Dhaka,Manikganj,Harirampur,297.92,198000,665,13,Agriculture,77.8,69,21,4,13,66.9,2,3,9,58,120,76.3,310,28,719.5,66.6,42.9,76.3,5,11,78.1,28.0,Yes,Yes,Some,Yes,Some,No,54.3,79.4,70.6,High,Yes,1,7.1,Medium,Low,Low,Low,Medium,UDMCs,9,13,1,10.0,Constituency 192,1,2,11.3,0.728,Medium,15,11,High,98964,5.1,56.4,13.2,30.4,No,82.1,10.1,Low,98.0,44.6,60.8,36.7,34.1,62.7,55.4,No,31.5,Yes,Yes,Yes,No,Yes,5,"Buriganga, Shitalakhya, Meghna, Dhaleshwari",Chittagong,4.7,23.3,33.3,43.4,28.0,58.5,66.1,Biomass/Wood,2.4,87.2,13.8,0.8,0.0,Bengali,Bengali (Standard),51.7,65.2,Low,2,0,26.8,24,Limited,53
